name,year,sat,feature,area,areadirec,artscale,component,iso3c,id,layername,names,opacity,pathclose,perimeter,regions,rules,strokewei,style,vertexcou,style,uid,ee_nightlights_sum,ee_source,ee_reductionscale
Algeria,2004,15,152004,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1183940.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2004,16,162004,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1435811.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2005,15,152005,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1235380.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2005,16,162005,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1283023.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2006,15,152006,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1324291.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2006,16,162006,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1569428.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2007,15,152007,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1268758.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2007,16,162007,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1773566.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2008,15,152008,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1248945.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2008,16,162008,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1700377.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2009,16,162009,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,1512073.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2010,18,182010,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,2580408.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2011,18,182011,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,2216621.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2012,18,182012,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,2441111.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
Algeria,2013,18,182013,2.0756781653e+12,1,1,1,DZA,-214748364,WB-Country Polys,Algeria,100,1,6940116.49034,MENA,None,1,,1255,{},j75,2455319.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
American Samoa (US),1992,10,101992,151013771.333,0,1,5,ASM,-214748364,WB-Country Polys,American Samoa (US),100,0,103705.671481,Other,Name in italic,1,,56,{},j139,1485.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
American Samoa (US),1993,10,101993,151013771.333,0,1,5,ASM,-214748364,WB-Country Polys,American Samoa (US),100,0,103705.671481,Other,Name in italic,1,,56,{},j139,1860.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
American Samoa (US),1994,10,101994,151013771.333,0,1,5,ASM,-214748364,WB-Country Polys,American Samoa (US),100,0,103705.671481,Other,Name in italic,1,,56,{},j139,1745.0,NOAA/DMSP-OLS/_NIGHTTIME_LIGHTS,1000
